type,city,fare,ride_id,driver_count
Urban,Christopherfurt,40.33,9584185927129,41
Urban,Christopherfurt,37.22,3288049380261,41
Urban,Christopherfurt,29.96,9825842278797,41
Urban,Christopherfurt,32.39,653651735748,41
Urban,Christopherfurt,31.3,7457133283931,41
Urban,Christopherfurt,19.61,2290365678398,41
Urban,Christopherfurt,6.32,4289780319755,41
Urban,Christopherfurt,25.76,951780836764,41
Urban,Christopherfurt,22.91,5928118050739,41
Urban,Christopherfurt,27.46,7399938354587,41
Urban,Christopherfurt,15.47,1471158684562,41
Urban,Christopherfurt,35.57,8286128053094,41
Urban,Christopherfurt,6.39,7608007126056,41
Urban,Christopherfurt,7.19,6892683521361,41
Urban,Christopherfurt,14.43,5644928631417,41
Urban,Christopherfurt,7.45,4451216191000,41
Urban,Christopherfurt,23.38,499819477057,41
Urban,Christopherfurt,11.7,8493510475659,41
Urban,Christopherfurt,22.65,5004635115882,41
Urban,Christopherfurt,34.09,1264516579194,41
Urban,Christopherfurt,39.91,253265651115,41
Urban,Christopherfurt,15.61,8295289890035,41
Urban,Christopherfurt,41.12,807740496588,41
Urban,Christopherfurt,24.47,571640743706,41
Urban,Christopherfurt,32.05,2788817929605,41
Urban,Valentineton,39.77,6770387655387,45
Urban,Valentineton,9.68,2132098607750,45
Urban,Valentineton,25.4,6152363850717,45
Urban,Valentineton,22.53,2335054032577,45
Urban,Valentineton,19.91,774511223608,45
Urban,Valentineton,6.71,9052705381572,45
Urban,Valentineton,19.99,9658410514993,45
Urban,Valentineton,18.62,555060361832,45
Urban,Valentineton,10.21,4595886540802,45
Urban,Valentineton,12.31,4757042711529,45
Urban,Valentineton,36.04,8732227820711,45
Urban,Valentineton,36.23,6667399787796,45
Urban,Valentineton,5.73,211077450937,45
Urban,Valentineton,34.79,6364347026456,45
Urban,Valentineton,21.74,4882233203306,45
Urban,Valentineton,38.88,2762937463829,45
Urban,Valentineton,17.74,6348946945240,45
Urban,Valentineton,37.4,4181290691140,45
Urban,Valentineton,37.19,5020446269859,45
Urban,Valentineton,43.59,5859669462309,45
Urban,Valentineton,42.31,5901460118661,45
Urban,Valentineton,5.23,7407814114542,45
Urban,South Phillip,7.89,3203192947260,38
Urban,South Phillip,28.3,8696571163934,38
Urban,South Phillip,35.23,7418234487567,38
Urban,South Phillip,39.95,9719024631848,38
Urban,South Phillip,43.43,2435201344352,38
Urban,South Phillip,38.15,3599156329334,38
Urban,South Phillip,33.07,8518162252523,38
Urban,South Phillip,21.06,4832097145304,38
Urban,South Phillip,17.57,8431004701020,38
Urban,South Phillip,28.62,4408026801766,38
Urban,South Phillip,42.2,9813556258471,38
Urban,South Phillip,39.27,5307992243039,38
Urban,South Phillip,7.04,7931640018113,38
Urban,South Phillip,35.7,4752370633888,38
Urban,South Phillip,23.46,2628017734404,38
Urban,South Phillip,7.08,8455684324577,38
Urban,South Phillip,38.46,3438539201976,38
Urban,South Phillip,24.0,7335381694023,38
Urban,South Phillip,24.23,122972554913,38
Urban,South Phillip,23.69,3667620137676,38
Urban,South Phillip,42.3,1295834729480,38
Urban,South Phillip,30.62,4979353054069,38
Urban,South Phillip,41.66,2773169266119,38
Urban,South Phillip,41.55,8825678119661,38
Urban,South Phillip,32.85,2752328490329,38
Urban,South Phillip,40.07,2307854781368,38
Urban,South Phillip,24.63,7860896953308,38
Urban,South Phillip,6.54,197653692239,38
Urban,South Phillip,36.51,2373463606606,38
Urban,South Phillip,22.28,6023734584015,38
Urban,South Phillip,8.3,8580230286693,38
Urban,North Jason,9.19,7007022521141,6
Urban,North Jason,28.02,2670554129601,6
Urban,North Jason,25.21,3180078116241,6
Urban,North Jason,20.0,473650019126,6
Urban,North Jason,6.41,2865826852282,6
Urban,North Jason,13.88,2494980859402,6
Urban,North Jason,10.42,6601538015784,6
Urban,North Jason,21.95,6701800897657,6
Urban,North Jason,22.42,4927790361844,6
Urban,North Jason,24.07,9726118672366,6
Urban,North Jason,32.72,7960288695592,6
Urban,North Jason,15.87,7791829022351,6
Urban,North Jason,31.89,9988466063962,6
Urban,North Jason,26.58,8642389596914,6
Urban,North Jason,16.22,3842420346576,6
Urban,North Jason,18.67,190295095970,6
Urban,North Jason,6.54,5614763237556,6
Urban,North Jason,32.77,2988756645264,6
Urban,North Jason,5.76,5113425087114,6
Urban,North Jason,17.35,6041761536159,6
Urban,North Jason,32.18,3373552059268,6
Urban,North Jason,33.12,1713993326185,6
Urban,North Jason,40.45,1101699127777,6
Urban,North Jason,42.75,4271684689560,6
Urban,North Jason,9.97,8000607854022,6
Urban,North Jason,25.36,8594848265735,6
Urban,North Jason,24.2,3915678713657,6
Urban,North Jason,12.04,6617567960124,6
Urban,North Jason,30.66,3371333703928,6
Urban,North Jason,10.74,1777358514662,6
Urban,North Jason,19.64,6877014281473,6
Urban,North Jason,40.15,6720072772844,6
Urban,North Jason,42.29,5008032046084,6
Urban,North Jason,38.49,3338028667880,6
Urban,North Jason,8.05,7833718484809,6
Urban,Deanville,41.52,6055928921559,49
Urban,Deanville,8.28,592955132597,49
Urban,Deanville,5.32,2612669233491,49
Urban,Deanville,30.55,5276110988605,49
Urban,Deanville,21.22,4786811969861,49
Urban,Deanville,24.3,1065303121400,49
Urban,Deanville,42.45,7286207597519,49
Urban,Deanville,33.37,7763075637368,49
Urban,Deanville,28.44,3326161310503,49
Urban,Deanville,25.33,2749473314662,49
Urban,Deanville,22.65,7002778816145,49
Urban,Deanville,31.08,9711261103928,49
Urban,Deanville,11.16,4737023393340,49
Urban,Deanville,4.56,6423110181560,49
Urban,Deanville,42.79,3624951927291,49
Urban,Deanville,39.45,419667752175,49
Urban,Deanville,31.65,649769579565,49
Urban,Deanville,21.5,9422003641461,49
Urban,Deanville,25.39,9623390811882,49
Urban,Lake Jonathanshire,13.83,5739410935873,5
Urban,Lake Jonathanshire,31.25,4441251834598,5
Urban,Lake Jonathanshire,19.89,2389495660448,5
Urban,Lake Jonathanshire,24.28,7796805191168,5
Urban,Lake Jonathanshire,13.89,424254840012,5
Urban,Lake Jonathanshire,16.84,6164453571846,5
Urban,Lake Jonathanshire,37.95,8353656732934,5
Urban,Lake Jonathanshire,5.67,9756573174778,5
Urban,Lake Jonathanshire,34.65,3319117904437,5
Urban,Lake Jonathanshire,14.94,1670908453476,5
Urban,Lake Jonathanshire,12.81,5999870428814,5
Urban,Lake Jonathanshire,21.11,7711472105447,5
Urban,Lake Jonathanshire,41.05,6649692036139,5
Urban,Lake Jonathanshire,18.72,4675968803527,5
Urban,Lake Jonathanshire,32.47,1013873953228,5
Urban,Lake Jonathanshire,25.92,8533808747676,5
Urban,Lake Jonathanshire,15.96,577276092645,5
Urban,Lake Jonathanshire,26.27,3267656258507,5
Urban,Lake Jonathanshire,37.25,2966536034637,5
Urban,Lake Jonathanshire,22.48,3505458786874,5
Urban,Lake Jonathanshire,17.58,3641777572467,5
Urban,Lake Jonathanshire,28.42,6544222037368,5
Urban,Lake Jonathanshire,22.36,2522096563712,5
Urban,Lake Jonathanshire,26.63,5372487991955,5
Urban,New Paulton,8.28,8527101897862,44
Urban,New Paulton,21.67,9086555898522,44
Urban,New Paulton,28.0,1067162551534,44
Urban,New Paulton,24.29,7738134446199,44
Urban,New Paulton,39.65,8505964159174,44
Urban,New Paulton,17.19,8500434852265,44
Urban,New Paulton,14.94,3703489461658,44
Urban,New Paulton,44.43,338360694028,44
Urban,New Paulton,18.3,3721166159643,44
Urban,New Paulton,29.9,4090332990250,44
Urban,New Paulton,32.22,2989628941316,44
Urban,New Paulton,4.6,9741461074247,44
Urban,New Paulton,43.79,7069182200045,44
Urban,New Paulton,40.2,8200670656817,44
Urban,New Paulton,19.06,200114730453,44
Urban,New Paulton,37.44,7429666346759,44
Urban,New Paulton,38.8,8523234215665,44
Urban,New Paulton,27.56,3954579271309,44
Urban,New Paulton,38.26,79314274773,44
Urban,Hurleymouth,21.44,4039657784670,36
Urban,Hurleymouth,32.85,8449290696111,36
Urban,Hurleymouth,36.31,167035392736,36
Urban,Hurleymouth,41.15,4707260150471,36
Urban,Hurleymouth,17.07,7023698303898,36
Urban,Hurleymouth,10.64,8125602737085,36
Urban,Hurleymouth,29.95,5225181132639,36
Urban,Hurleymouth,9.94,4063425632467,36
Urban,Hurleymouth,22.39,6071733738137,36
Urban,Hurleymouth,4.66,8622877858946,36
Urban,Hurleymouth,36.7,174817935586,36
Urban,Hurleymouth,18.15,6051426056694,36
Urban,Hurleymouth,44.85,5104279018287,36
Urban,Hurleymouth,40.93,4915205219019,36
Urban,Hurleymouth,41.96,1677330771703,36
Urban,Hurleymouth,34.65,9380451674236,36
Urban,Hurleymouth,25.72,8761492384598,36
Urban,Hurleymouth,8.77,8274792045316,36
Urban,Hurleymouth,19.23,9537342512126,36
Urban,Hurleymouth,9.14,5563891443844,36
Urban,Hurleymouth,42.61,9951997361357,36
Urban,Hurleymouth,37.44,7883631639510,36
Urban,Hurleymouth,20.31,2511587245343,36
Urban,Hurleymouth,20.01,4462373605170,36
Urban,Hurleymouth,24.86,9295336313691,36
Urban,Hurleymouth,31.97,1990077862269,36
Urban,Hurleymouth,8.33,2051788093690,36
Urban,Hurleymouth,32.93,4140229588692,36
Urban,Port Johnbury,25.67,2746325666283,3
Urban,Port Johnbury,25.3,2541021070088,3
Urban,Port Johnbury,32.8,5450926790120,3
Urban,Port Johnbury,9.1,7804751879143,3
Urban,Port Johnbury,42.42,3245384693395,3
Urban,Port Johnbury,36.42,273965502753,3
Urban,Port Johnbury,38.99,4115681049074,3
Urban,Port Johnbury,15.17,4900589555228,3
Urban,Port Johnbury,7.63,3497571495972,3
Urban,Port Johnbury,11.33,3225778883557,3
Urban,Port Johnbury,19.08,8839376782201,3
Urban,Port Johnbury,14.54,3761244486728,3
Urban,Port Johnbury,41.61,8060554577818,3
Urban,Port Johnbury,27.1,3559371442324,3
Urban,Port Johnbury,19.48,5137842721901,3
Urban,Port Johnbury,8.42,39663640391,3
Urban,Port Johnbury,32.68,277259241694,3
Urban,Port Johnbury,40.32,2120999202624,3
Urban,Port Johnbury,7.44,3008325165012,3
Urban,Port Johnbury,10.26,2977082935156,3
Urban,Port Johnbury,32.75,1737291283544,3
Urban,Port Johnbury,7.63,8089282605778,3
Urban,North Jasmine,42.81,5327642267789,33
Urban,North Jasmine,4.86,1276628602813,33
Urban,North Jasmine,31.68,712301571386,33
Urban,North Jasmine,25.33,1319966936025,33
Urban,North Jasmine,38.24,2954995327773,33
Urban,North Jasmine,37.93,4221378334009,33
Urban,North Jasmine,29.86,3198992800658,33
Urban,North Jasmine,35.33,6857334790152,33
Urban,North Jasmine,19.21,6785090593864,33
Urban,North Jasmine,31.49,9759084210607,33
Urban,North Jasmine,42.58,8864577115428,33
Urban,North Jasmine,35.11,6620977832578,33
Urban,North Jasmine,28.24,8273889689587,33
Urban,North Jasmine,14.11,4194707515700,33
Urban,North Jasmine,27.54,5003273109567,33
Urban,North Jasmine,28.04,5012381250511,33
Urban,North Jasmine,8.09,415938107224,33
Urban,North Jasmine,31.38,4746798812840,33
Urban,North Jasmine,35.31,9250348453537,33
Urban,North Jasmine,5.31,2978643106961,33
Urban,North Jasmine,19.66,9206122228723,33
Urban,North Jasmine,26.72,3669060555225,33
Urban,North Jasmine,22.41,4198039541673,33
Urban,North Jasmine,33.06,4263006375138,33
Urban,North Jasmine,9.12,3928977578261,33
Urban,North Jasmine,39.02,7925529006582,33
Urban,North Jasmine,6.49,1617288417506,33
Urban,North Jasmine,18.55,5682021476085,33
Urban,North Jasmine,11.76,4450941712061,33
Urban,North Jasmine,16.92,5896684082471,33
Urban,New Paulville,43.25,793208410091,44
Urban,New Paulville,25.05,5031803855561,44
Urban,New Paulville,4.43,1213919861269,44
Urban,New Paulville,32.7,9562561279062,44
Urban,New Paulville,7.29,7046764870599,44
Urban,New Paulville,20.8,1092839241319,44
Urban,New Paulville,7.02,8504962667575,44
Urban,New Paulville,15.04,7529441865090,44
Urban,New Paulville,38.97,1733923029962,44
Urban,New Paulville,10.3,1057570440612,44
Urban,New Paulville,8.69,592220311870,44
Urban,New Paulville,20.26,8812012942801,44
Urban,New Paulville,28.18,2042625414105,44
Urban,New Paulville,12.08,616282203086,44
Urban,New Paulville,14.59,3633773352426,44
Urban,New Paulville,33.08,2368537035314,44
Urban,New Paulville,23.75,9558031485248,44
Urban,New Paulville,13.32,8564322973357,44
Urban,New Paulville,18.35,3736130457083,44
Urban,New Paulville,21.57,3713143062176,44
Urban,New Paulville,44.68,3084378770502,44
Urban,New Paulville,33.47,8221242356003,44
Urban,Amandaburgh,26.28,906850928986,12
Urban,Amandaburgh,43.66,6573820412437,12
Urban,Amandaburgh,36.17,6455620849753,12
Urban,Amandaburgh,29.24,7279902884763,12
Urban,Amandaburgh,9.26,5528427024492,12
Urban,Amandaburgh,6.27,4400632718421,12
Urban,Amandaburgh,27.45,3701008274871,12
Urban,Amandaburgh,24.29,1995462170530,12
Urban,Amandaburgh,16.27,3513123734716,12
Urban,Amandaburgh,13.88,6222134922674,12
Urban,Amandaburgh,42.52,1901157522591,12
Urban,Amandaburgh,11.93,7550325158038,12
Urban,Amandaburgh,14.55,7836117055007,12
Urban,Amandaburgh,25.55,8581415267582,12
Urban,Amandaburgh,18.76,3419454549176,12
Urban,Amandaburgh,33.06,6330658179518,12
Urban,Amandaburgh,23.35,9975084532253,12
Urban,Amandaburgh,41.06,4296858665195,12
Urban,Williamsview,18.93,1979492913169,46
Urban,Williamsview,8.35,1940440908308,46
Urban,Williamsview,44.46,2195528331786,46
Urban,Williamsview,44.33,4627033032394,46
Urban,Williamsview,18.92,23948941587,46
Urban,Williamsview,19.19,8047769956638,46
Urban,Williamsview,21.59,6180215746345,46
Urban,Williamsview,32.8,2677734881755,46
Urban,Williamsview,25.3,2324596536285,46
Urban,Williamsview,44.74,2759396812039,46
Urban,Williamsview,20.38,8227750445178,46
Urban,Williamsview,20.89,2565031924407,46
Urban,Williamsview,33.68,2743576865816,46
Urban,Williamsview,25.15,5050608655121,46
Urban,Williamsview,41.17,4838881371737,46
Urban,Williamsview,18.75,4148427600673,46
Urban,Williamsview,5.42,5676167585855,46
Urban,Williamsview,15.85,8549525496025,46
Urban,Williamsview,32.29,7451578628999,46
Urban,Williamsview,39.79,8745531941706,46
Urban,New Jacobville,7.11,3855046930326,50
Urban,New Jacobville,34.11,2828521502876,50
Urban,New Jacobville,27.24,3812959891670,50
Urban,New Jacobville,27.63,4329146429572,50
Urban,New Jacobville,39.97,8028701861067,50
Urban,New Jacobville,37.51,5692071338561,50
Urban,New Jacobville,10.63,650454073183,50
Urban,New Jacobville,42.92,4021024039865,50
Urban,New Jacobville,37.6,8780897700109,50
Urban,New Jacobville,13.53,5567937032597,50
Urban,New Jacobville,4.95,4493739026643,50
Urban,New Jacobville,43.98,9448599228121,50
Urban,New Jacobville,26.09,3517704368178,50
Urban,New Jacobville,28.12,3354774437164,50
Urban,New Jacobville,41.39,3091545613098,50
Urban,New Jacobville,40.05,3017975180818,50
Urban,New Jacobville,5.6,3975719805512,50
Urban,New Jacobville,13.35,9259173509501,50
Urban,Port Samanthamouth,33.44,2005065760003,57
Urban,Port Samanthamouth,9.2,8712247654732,57
Urban,Port Samanthamouth,35.51,3116859378683,57
Urban,Port Samanthamouth,18.03,9292190648631,57
Urban,Port Samanthamouth,29.67,3154062122440,57
Urban,Port Samanthamouth,25.5,1169125626263,57
Urban,Port Samanthamouth,43.25,1389178507955,57
Urban,Port Samanthamouth,12.84,5659906087636,57
Urban,Port Samanthamouth,16.05,1412275851963,57
Urban,Port Samanthamouth,21.46,9991537657885,57
Urban,Port Samanthamouth,25.97,7725957367534,57
Urban,Port Samanthamouth,38.78,6119834234421,57
Urban,Port Samanthamouth,24.18,8484624581374,57
Urban,Port Samanthamouth,34.94,821746998655,57
Urban,Port Samanthamouth,28.46,882650442979,57
Urban,Port Samanthamouth,38.42,2105089681756,57
Urban,Port Samanthamouth,23.56,8734248023829,57
Urban,Port Samanthamouth,15.49,3267076599938,57
Urban,Port Samanthamouth,38.58,2627706491192,57
Urban,Port Samanthamouth,36.7,818657902024,57
Urban,Port Samanthamouth,5.62,6911793332732,57
Urban,Port Samanthamouth,9.44,4793952979390,57
Urban,Port Samanthamouth,11.71,1849658808540,57
Urban,Port Samanthamouth,24.99,6743225912546,57
Urban,Port Samanthamouth,39.28,2671264374220,57
Urban,Roberthaven,25.66,1026197778354,47
Urban,Roberthaven,7.8,2180566685151,47
Urban,Roberthaven,12.38,3372963379040,47
Urban,Roberthaven,36.84,4123408925006,47
Urban,Roberthaven,35.27,4034558003134,47
Urban,Roberthaven,31.09,1016221662728,47
Urban,Roberthaven,23.14,4939144549549,47
Urban,Roberthaven,14.95,6653679183105,47
Urban,Roberthaven,34.69,1772989496998,47
Urban,Roberthaven,16.2,2949492899335,47
Urban,Roberthaven,27.48,9420000697474,47
Urban,Roberthaven,11.51,9185063648602,47
Urban,Roberthaven,11.71,8182769308084,47
Urban,Roberthaven,5.43,605361853427,47
Urban,Roberthaven,37.0,4695876927320,47
Urban,Roberthaven,22.75,7370173740205,47
Urban,Roberthaven,13.4,4901744924514,47
Urban,Roberthaven,26.71,9351523593625,47
Urban,Roberthaven,31.29,4104819203471,47
Urban,Roberthaven,21.72,7329967171497,47
Urban,Roberthaven,28.11,6228196244648,47
Urban,Roberthaven,42.15,2593369705849,47
Urban,Roberthaven,30.42,5912507910247,47
Urban,Roberthaven,21.8,3456705475174,47
Suburban,Port Shane,27.66,4022340141966,7
Suburban,Port Shane,42.26,8341982666719,7
Suburban,Port Shane,14.95,2803204948363,7
Suburban,Port Shane,19.03,6010401984537,7
Suburban,Port Shane,31.58,2552978514662,7
Suburban,Port Shane,20.74,7228720146935,7
Suburban,Port Shane,45.92,5388908913857,7
Suburban,Port Shane,45.7,5717972357326,7
Suburban,Port Shane,43.21,1914497116801,7
Suburban,Port Shane,33.95,5355618218688,7
Suburban,Port Shane,22.81,8253619528942,7
Suburban,Port Shane,18.58,3261384321632,7
Suburban,Port Shane,29.99,3154243503143,7
Suburban,Port Shane,28.8,4399576445435,7
Suburban,Port Shane,12.05,1546787116583,7
Suburban,Port Shane,47.75,1417424358447,7
Suburban,Port Shane,40.39,910341409632,7
Suburban,Port Shane,49.52,8262792633558,7
Suburban,Port Shane,15.59,127445516863,7
Suburban,Lake Ann,42.13,6192401377301,3
Suburban,Lake Ann,14.56,5470772614012,3
Suburban,Lake Ann,13.61,1257553992293,3
Suburban,Lake Ann,24.89,7356790519585,3
Suburban,Lake Ann,28.15,3602888331541,3
Suburban,Lake Ann,32.31,2985167321961,3
Suburban,Lake Ann,39.8,1712081170198,3
Suburban,Lake Ann,23.87,5126729976893,3
Suburban,Lake Ann,18.22,2895881593219,3
Suburban,Lake Ann,40.27,3079663500261,3
Suburban,Lake Ann,45.43,335807761084,3
Suburban,Lake Ann,47.44,9066125697564,3
Suburban,Lake Scott,37.96,8130669690525,23
Suburban,Lake Scott,25.75,4959514979080,23
Suburban,Lake Scott,26.24,1980313728671,23
Suburban,Lake Scott,21.72,7626061808220,23
Suburban,Lake Scott,47.97,8024881377404,23
Suburban,Lake Scott,48.78,1362375316483,23
Suburban,Lake Scott,38.47,1402633823343,23
Suburban,Lake Scott,47.83,6812435792979,23
Suburban,Lake Scott,28.99,6200936237127,23
Suburban,Lake Scott,18.48,7988533791936,23
Suburban,Lake Scott,35.54,8218974324882,23
Suburban,Lake Scott,23.8,8229383253021,23
Suburban,Lake Scott,47.37,2725683739303,23
Suburban,Lake Scott,20.1,5406585974241,23
Suburban,Lake Scott,26.45,1380579812273,23
Suburban,Lake Scott,17.55,3947371887816,23
Suburban,Lake Scott,37.51,2591847562779,23
Suburban,Lake Scott,23.44,8557671784736,23
Suburban,Colemanland,20.83,2981565641427,23
Suburban,Colemanland,13.39,8894920928658,23
Suburban,Colemanland,36.81,116923856607,23
Suburban,Colemanland,43.09,8700311126445,23
Suburban,Colemanland,47.74,2215912677020,23
Suburban,Colemanland,30.97,4046533498880,23
Suburban,Colemanland,16.11,7600287198570,23
Suburban,Colemanland,35.07,8313326364278,23
Suburban,Colemanland,32.7,7015485636913,23
Suburban,Colemanland,34.77,300412726001,23
Suburban,Colemanland,16.1,3625743778329,23
Suburban,Colemanland,31.43,8428157821651,23
Suburban,Colemanland,42.08,9746040332930,23
Suburban,Colemanland,49.28,4064528886108,23
Suburban,Colemanland,15.04,4027289544137,23
Suburban,Colemanland,35.76,8313085686130,23
Suburban,Colemanland,23.45,1224675465837,23
Suburban,Colemanland,46.43,3162069407712,23
Suburban,Colemanland,43.91,389097028280,23
Suburban,Colemanland,24.4,6652560250346,23
Suburban,Colemanland,12.62,4902707063158,23
Suburban,Colemanland,27.7,8704067171414,23
Suburban,New Raymond,20.44,5984505117874,17
Suburban,New Raymond,22.12,6031755734913,17
Suburban,New Raymond,36.26,3151412877753,17
Suburban,New Raymond,48.56,9495029351539,17
Suburban,New Raymond,22.5,7832889931082,17
Suburban,New Raymond,45.32,8881105109599,17
Suburban,New Raymond,14.2,1535089996030,17
Suburban,New Raymond,47.01,3568107406141,17
Suburban,New Raymond,34.45,8895706094475,17
Suburban,New Raymond,17.09,4633367307817,17
Suburban,New Raymond,13.36,8610489975793,17
Suburban,New Raymond,18.09,5034860085230,17
Suburban,New Raymond,15.53,6118318757913,17
Suburban,New Raymond,28.74,4252849172271,17
Suburban,New Raymond,26.55,6930531081077,17
Suburban,New Raymond,46.37,249397013068,17
Suburban,New Raymond,49.19,7827149020422,17
Suburban,New Raymond,12.87,2300620387580,17
Suburban,New Raymond,28.19,3977892106882,17
Suburban,New Raymond,35.6,225009743639,17
Suburban,New Raymond,14.75,775062900062,17
Suburban,New Raymond,17.97,7551674475043,17
Suburban,South Teresa,38.47,5746182119035,21
Suburban,South Teresa,46.02,4623132352357,21
Suburban,South Teresa,23.78,295848311917,21
Suburban,South Teresa,17.5,9665109040886,21
Suburban,South Teresa,17.27,6681698470401,21
Suburban,South Teresa,23.46,844456571789,21
Suburban,South Teresa,33.19,757891849972,21
Suburban,South Teresa,17.99,7613757294696,21
Suburban,South Teresa,48.8,8243168014348,21
Suburban,South Teresa,34.93,9233157012652,21
Suburban,South Teresa,37.29,850174923540,21
Suburban,South Teresa,34.24,2687120018351,21
Suburban,South Teresa,38.81,8758071332545,21
Suburban,South Teresa,45.77,4660925605764,21
Suburban,South Teresa,23.06,6617189687737,21
Suburban,South Teresa,26.28,7865030868395,21
Suburban,South Teresa,30.37,9592212724627,21
Suburban,South Teresa,20.93,6769227645725,21
Suburban,South Teresa,42.68,6551180794639,21
Suburban,South Teresa,28.64,321467917473,21
Suburban,South Teresa,32.29,4981692995989,21
Suburban,South Teresa,25.08,8136313906059,21
Suburban,Myersshire,17.1,5706770909868,19
Suburban,Myersshire,17.99,1127095356276,19
Suburban,Myersshire,45.81,7014255933887,19
Suburban,Myersshire,22.8,499304044207,19
Suburban,Myersshire,28.71,2180652304041,19
Suburban,Myersshire,35.65,3459456166162,19
Suburban,Myersshire,33.62,6489718708394,19
Suburban,Myersshire,49.22,1973928706653,19
Suburban,Myersshire,15.71,2813566980895,19
Suburban,Myersshire,18.16,2364252847065,19
Suburban,Myersshire,32.13,6921142559673,19
Suburban,Myersshire,37.15,4253083247831,19
Suburban,Myersshire,41.25,5293591413266,19
Suburban,Myersshire,40.6,5023008700180,19
Suburban,Myersshire,26.84,389314834526,19
Suburban,Myersshire,20.51,4670054095602,19
Suburban,Grayville,18.11,6203774514474,2
Suburban,Grayville,43.22,6018910939581,2
Suburban,Grayville,19.52,9233978205608,2
Suburban,Grayville,25.12,3752247297947,2
Suburban,Grayville,48.59,4964947903977,2
Suburban,Grayville,49.85,9370121969267,2
Suburban,Grayville,12.6,8663434111548,2
Suburban,Grayville,12.55,999956401477,2
Suburban,Grayville,12.64,543831079079,2
Suburban,Grayville,14.15,3503584959643,2
Suburban,Grayville,35.34,3550752500152,2
Suburban,Grayville,34.62,8238372654152,2
Suburban,Grayville,39.35,6105114369747,2
Suburban,Grayville,24.53,6947592015194,2
Suburban,Grayville,26.26,6822744471748,2
Suburban,Lake Robertside,46.51,6574333011308,4
Suburban,Lake Robertside,29.12,4058488101142,4
Suburban,Lake Robertside,22.26,202043410246,4
Suburban,Lake Robertside,44.21,9839854233835,4
Suburban,Lake Robertside,28.37,5199680612896,4
Suburban,Lake Robertside,34.14,9363510386967,4
Suburban,Lake Robertside,46.83,3574535047962,4
Suburban,Lake Robertside,21.45,3670276742040,4
Suburban,Lake Robertside,28.07,1677403080435,4
Suburban,Lake Robertside,29.07,2044761835165,4
Suburban,Lake Robertside,21.46,2932610988134,4
Suburban,Lake Robertside,21.31,4627574450527,4
Suburban,Lake Robertside,31.23,3347928183611,4
Suburban,Lake Robertside,35.79,8739155644976,4
Suburban,Lake Robertside,41.57,9698934979724,4
Suburban,Lake Robertside,16.53,30234681362,4
Suburban,Lake Robertside,14.29,2342891922329,4
Suburban,Lake Robertside,20.98,7334654996000,4
Suburban,Lake Robertside,48.81,6513320580236,4
Suburban,Lake Robertside,44.66,1757337269943,4
Suburban,Lake Robertside,28.29,9595531359907,4
Suburban,Lake Robertside,46.5,5127948881753,4
Suburban,Lake Robertside,47.31,6267383613454,4
Suburban,Lake Robertside,20.03,9626340588797,4
Suburban,Lake Robertside,12.76,1301757653884,4
Suburban,Lewishaven,21.92,7108986085790,23
Suburban,Lewishaven,21.23,8139519107206,23
Suburban,Lewishaven,14.01,6524982895248,23
Suburban,Lewishaven,22.44,9661336278580,23
Suburban,Lewishaven,33.22,810001942984,23
Suburban,Lewishaven,20.68,8843800703298,23
Suburban,Lewishaven,32.13,2820584591613,23
Suburban,Lewishaven,20.35,3262613628904,23
Suburban,Lewishaven,35.0,5772262690378,23
Suburban,Lewishaven,18.56,4919827701525,23
Suburban,Lewishaven,49.15,6411391533857,23
Suburban,Lewishaven,14.21,126282973686,23
Suburban,Rodriguezview,49.65,8748957571328,20
Suburban,Rodriguezview,23.58,3289957353125,20
Suburban,Rodriguezview,22.76,2750365542698,20
Suburban,Rodriguezview,45.4,520468701702,20
Suburban,Rodriguezview,29.19,38504866921,20
Suburban,Rodriguezview,26.92,1693857376580,20
Suburban,Rodriguezview,25.19,5106535806645,20
Suburban,Rodriguezview,18.22,6271333214592,20
Suburban,Rodriguezview,26.61,4839793590773,20
Suburban,Rodriguezview,26.41,899333938858,20
Suburban,Rodriguezview,42.1,4263534958353,20
Suburban,Rodriguezview,44.68,1139538927721,20
Suburban,Rodriguezview,13.71,4666115197316,20
Suburban,Rodriguezview,30.39,9180465878718,20
Suburban,Rodriguezview,36.37,4984772129854,20
Suburban,Victoriaport,12.13,3313120309203,16
Suburban,Victoriaport,16.31,6069171955919,16
Suburban,Victoriaport,25.68,8997392253805,16
Suburban,Victoriaport,12.19,6988300070777,16
Suburban,Victoriaport,16.5,7106912999135,16
Suburban,Victoriaport,38.74,120114119112,16
Suburban,Victoriaport,27.09,332810547902,16
Suburban,Victoriaport,44.91,6926633814538,16
Suburban,Victoriaport,45.66,3821426642455,16
Suburban,Victoriaport,23.94,4200317050989,16
Suburban,Victoriaport,29.54,3049733980149,16
Suburban,Victoriaport,14.87,8298839690598,16
Suburban,Victoriaport,45.86,6844387386722,16
Suburban,Victoriaport,35.5,2186096734505,16
Suburban,Williamsonville,48.73,6507706939008,2
Suburban,Williamsonville,38.9,1247989019244,2
Suburban,Williamsonville,28.65,6114930962810,2
Suburban,Williamsonville,26.49,8222482354071,2
Suburban,Williamsonville,44.85,9120219182883,2
Suburban,Williamsonville,22.23,1784159251443,2
Suburban,Williamsonville,36.81,8085673645484,2
Suburban,Williamsonville,40.72,7262117978716,2
Suburban,Williamsonville,18.77,7554684315330,2
